Nome,Email,Telefono,Descrizione,Sito Web,Data Scraping,Indirizzo,Settore
Gelateria La Locanda,gelaterialalocanda@libero.it,+39 018 900732,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore servizi professionali. Fondata nel 1996, siamo cresciuti fino a diventare un punto di riferimento a Andria.",https://www.gelaterialalocanda.it,2025-04-09 15:56:01,"Via Torino, 97 - 49061 Andria",Servizi professionali
Albergo L'Angolo,info@albergolangolo.it,+39 057 695135,Dal 2006 offriamo servizi di qualità nel settore agricoltura. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.albergolangolo.it,2025-04-09 15:56:01,"Via Carducci, 175 - 97047 Modena",Agricoltura
Impresa Da Pietro,impresadapietro@virgilio.it,+39 045 568255,Azienda leader nel settore manifatturiero con sede a Novara. Offriamo prodotti e servizi di alta qualità dal 2013.,https://www.impresadapietro.it,2025-04-09 15:56:01,"Corso Inghilterra, 198 - 97010 Novara",Manifatturiero
Spa Da Riccardo,info@spadariccardo.it,+39 339 5665675,Azienda leader nel settore alimentare con sede a Milano. Offriamo prodotti e servizi di alta qualità dal 2008.,https://www.spadariccardo.it,2025-04-09 15:56:01,"Via Tiziano, 31 - 27052 Milano",Alimentare
Marmi Il Palazzo,marmiilpalazzo@alice.it,+39 311 6050994,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1975, siamo cresciuti fino a diventare un punto di riferimento a Andria.",https://www.marmiilpalazzo.it,2025-04-09 15:56:01,"Via Napoli, 115 - 42013 Andria",Commercio all'ingrosso
Bar Il Borgo,barilborgo@yahoo.it,+39 013 515586,Azienda leader nel settore alberghiero con sede a Catania. Offriamo prodotti e servizi di alta qualità dal 1985.,https://www.barilborgo.it,2025-04-09 15:56:01,"Via Roma, 143 - 25020 Catania",Alberghiero
B&B Da Roberto,info@b&bdaroberto.it,+39 362 9351039,Azienda leader nel settore commercio al dettaglio con sede a Padova. Offriamo prodotti e servizi di alta qualità dal 1985.,https://www.b&bdaroberto.it,2025-04-09 15:56:01,"Piazza Maggiore, 161 - 85027 Padova",Commercio al dettaglio
Osteria La Fontana,info@osterialafontana.it,+39 337 4975733,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio al dettaglio. Fondata nel 1973, siamo cresciuti fino a diventare un punto di riferimento a Ravenna.",https://www.osterialafontana.it,2025-04-09 15:56:01,"Via Carducci, 192 - 38068 Ravenna",Commercio al dettaglio
Ferramenta Da Giovanni,info@ferramentadagiovanni.it,+39 339 1822290,La nostra missione è fornire il miglior servizio possibile nel settore alberghiero. Siamo un'azienda a conduzione familiare con oltre 47 anni di esperienza.,,2025-04-09 15:56:01,"Via Leopardi, 98 - 66051 Trieste",Alberghiero
Vetreria Da Antonio,info@vetreriadaantonio.it,+39 060 575304,Specialisti nel settore assicurativo con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Genova e oltre.,https://www.vetreriadaantonio.it,2025-04-09 15:56:01,"Via Mazzini, 80 - 27097 Genova",Assicurativo
Pensione Il Borgo,pensioneilborgo@alice.it,+39 010 901898,Azienda leader nel settore commercio al dettaglio con sede a Trieste. Offriamo prodotti e servizi di alta qualità dal 1975.,https://www.pensioneilborgo.it,2025-04-09 15:56:01,"Viale dei Giardini, 33 - 91021 Trieste",Commercio al dettaglio
Impianti Da Luca,info@impiantidaluca.it,+39 352 7822279,Dal 2010 offriamo servizi di qualità nel settore benessere. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Firenze, 151 - 70032 Arezzo",Benessere
Agriturismo Da Antonio,info@agriturismodaantonio.it,+39 380 4787076,La nostra missione è fornire il miglior servizio possibile nel settore ristorazione. Siamo un'azienda a conduzione familiare con oltre 10 anni di esperienza.,,2025-04-09 15:56:01,"Via Botticelli, 162 - 23049 Reggio Calabria",Ristorazione
Falegnameria Il Rifugio,falegnameriailrifugio@hotmail.com,+39 068 756980,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore agricoltura. Fondata nel 1978, siamo cresciuti fino a diventare un punto di riferimento a Novara.",,2025-04-09 15:56:01,"Via Caravaggio, 78 - 24071 Novara",Agricoltura
Estetica Deluxe,info@esteticadeluxe.it,+39 384 8106957,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 15 anni di esperienza.,,2025-04-09 15:56:01,"Via Leonardo da Vinci, 126 - 92056 Reggio Emilia",Logistica
Ottica Il Gabbiano,info@otticailgabbiano.it,+39 064 656028,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 1961, siamo cresciuti fino a diventare un punto di riferimento a Terni.",,2025-04-09 15:56:01,"Via Raffaello, 89 - 40083 Terni",Assicurativo
Idraulica Da Paolo,info@idraulicadapaolo.it,+39 391 5628849,Azienda leader nel settore trasporti con sede a Parma. Offriamo prodotti e servizi di alta qualità dal 1974.,,2025-04-09 15:56:01,"Via Einstein, 179 - 78046 Parma",Trasporti
Marmi Da Giuseppe,marmidagiuseppe@fastwebnet.it,+39 372 1533983,Dal 1977 offriamo servizi di qualità nel settore artigianato. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Viale dei Pini, 32 - 91021 Terni",Artigianato
Hotel Il Borgo,info@hotelilborgo.it,+39 057 982301,La nostra missione è fornire il miglior servizio possibile nel settore artigianato. Siamo un'azienda a conduzione familiare con oltre 7 anni di esperienza.,https://www.hotelilborgo.it,2025-04-09 15:56:01,"Corso Francia, 67 - 39064 Vicenza",Artigianato
B&B Royal,b&broyal@yahoo.it,+39 334 6889076,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 2008, siamo cresciuti fino a diventare un punto di riferimento a Bari.",,2025-04-09 15:56:01,"Via Fermi, 132 - 59069 Bari",Moda
Agenzia Il Cantuccio,info@agenziailcantuccio.it,+39 074 833976,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore automotive. Fondata nel 1978, siamo cresciuti fino a diventare un punto di riferimento a Ancona.",https://www.agenziailcantuccio.it,2025-04-09 15:56:01,"Viale dei Pini, 144 - 52012 Ancona",Automotive
Gioielleria Imperial,info@gioielleriaimperial.it,+39 034 848572,La nostra missione è fornire il miglior servizio possibile nel settore commercio al dettaglio. Siamo un'azienda a conduzione familiare con oltre 48 anni di esperienza.,https://www.gioielleriaimperial.it,2025-04-09 15:56:01,"Via Bernini, 38 - 39093 Roma",Commercio al dettaglio
Salumeria Da Luigi,info@salumeriadaluigi.it,+39 052 872988,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore salute. Fondata nel 2020, siamo cresciuti fino a diventare un punto di riferimento a Catania.",,2025-04-09 15:56:01,"Viale delle Rose, 198 - 54046 Catania",Salute
Marmi Da Carlo,info@marmidacarlo.it,+39 325 7121336,Azienda leader nel settore finanziario con sede a Verona. Offriamo prodotti e servizi di alta qualità dal 2016.,https://www.marmidacarlo.it,2025-04-09 15:56:01,"Piazza della Repubblica, 101 - 81085 Verona",Finanziario
Elettrauto La Piazza,info@elettrautolapiazza.it,+39 350 2906251,Dal 2018 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Canova, 161 - 47079 Latina",Alberghiero
Ristorante Il Borgo,info@ristoranteilborgo.it,+39 366 2080872,Dal 1954 offriamo servizi di qualità nel settore ristorazione. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,,2025-04-09 15:56:01,"Via Torino, 15 - 68077 Parma",Ristorazione
Boutique Da Roberto,boutiquedaroberto@yahoo.it,+39 390 8190255,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore tecnologia. Fondata nel 2006, siamo cresciuti fino a diventare un punto di riferimento a Messina.",,2025-04-09 15:56:01,"Corso America, 11 - 89087 Messina",Tecnologia
Ferramenta Il Gabbiano,info@ferramentailgabbiano.it,+39 379 5194321,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 1981, siamo cresciuti fino a diventare un punto di riferimento a Prato.",https://www.ferramentailgabbiano.it,2025-04-09 15:56:01,"Corso Francia, 71 - 35087 Prato",Assicurativo
Bar Il Faro,info@barilfaro.it,+39 317 4005915,La nostra missione è fornire il miglior servizio possibile nel settore logistica. Siamo un'azienda a conduzione familiare con oltre 26 anni di esperienza.,,2025-04-09 15:56:01,"Via Canova, 121 - 39050 Siracusa",Logistica
Piscina Il Borgo,info@piscinailborgo.it,+39 346 4657867,La nostra missione è fornire il miglior servizio possibile nel settore immobiliare. Siamo un'azienda a conduzione familiare con oltre 19 anni di esperienza.,https://www.piscinailborgo.it,2025-04-09 15:56:01,"Via Fermi, 182 - 51042 Siracusa",Immobiliare
Salumeria La Bottega,info@salumerialabottega.it,+39 356 4812597,Azienda leader nel settore ristorazione con sede a Torino. Offriamo prodotti e servizi di alta qualità dal 1962.,https://www.salumerialabottega.it,2025-04-09 15:56:01,"Via Fermi, 15 - 31065 Torino",Ristorazione
Elettrica Da Pietro,elettricadapietro@yahoo.it,+39 073 194542,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore alimentare. Fondata nel 1961, siamo cresciuti fino a diventare un punto di riferimento a Bergamo.",https://www.elettricadapietro.it,2025-04-09 15:56:01,"Via Carducci, 121 - 65020 Bergamo",Alimentare
Impianti La Torre,impiantilatorre@outlook.it,+39 344 7151189,La nostra missione è fornire il miglior servizio possibile nel settore alimentare. Siamo un'azienda a conduzione familiare con oltre 25 anni di esperienza.,https://www.impiantilatorre.it,2025-04-09 15:56:01,"Via Tiziano, 1 - 70046 Bologna",Alimentare
Salumeria Buongusto,info@salumeriabuongusto.it,+39 023 832525,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore assicurativo. Fondata nel 2009, siamo cresciuti fino a diventare un punto di riferimento a Foggia.",,2025-04-09 15:56:01,"Piazza del Popolo, 144 - 70063 Foggia",Assicurativo
Farmacia Il Castello,info@farmaciailcastello.it,+39 010 411629,Dal 1953 offriamo servizi di qualità nel settore trasporti. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.farmaciailcastello.it,2025-04-09 15:56:01,"Viale delle Rose, 59 - 57061 Pesaro",Trasporti
Ferramenta Il Rifugio,info@ferramentailrifugio.it,+39 383 2968238,La nostra missione è fornire il miglior servizio possibile nel settore automotive. Siamo un'azienda a conduzione familiare con oltre 31 anni di esperienza.,https://www.ferramentailrifugio.it,2025-04-09 15:56:01,"Viale delle Palme, 34 - 10059 Torino",Automotive
Bar La Fontana,info@barlafontana.it,+39 069 275277,Specialisti nel settore finanziario con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Prato e oltre.,,2025-04-09 15:56:01,"Via Botticelli, 136 - 57047 Prato",Finanziario
Edile Il Borgo,edileilborgo@alice.it,+39 378 6894803,La nostra missione è fornire il miglior servizio possibile nel settore edilizia. Siamo un'azienda a conduzione familiare con oltre 41 anni di esperienza.,https://www.edileilborgo.it,2025-04-09 15:56:01,"Via Mazzini, 129 - 47088 Bergamo",Edilizia
Pizzeria Il Mulino,pizzeriailmulino@hotmail.com,+39 076 898037,Azienda leader nel settore commercio all'ingrosso con sede a Roma. Offriamo prodotti e servizi di alta qualità dal 1953.,https://www.pizzeriailmulino.it,2025-04-09 15:56:01,"Via Alfieri, 25 - 46079 Roma",Commercio all'ingrosso
Libreria La Perla,info@librerialaperla.it,+39 353 2644111,Dal 1961 offriamo servizi di qualità nel settore alberghiero. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.librerialaperla.it,2025-04-09 15:56:01,"Via Venezia, 103 - 71060 Prato",Alberghiero
Consulenza La Taverna,info@consulenzalataverna.it,+39 399 6857532,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore ristorazione. Fondata nel 1969, siamo cresciuti fino a diventare un punto di riferimento a Andria.",,2025-04-09 15:56:01,"Corso Inghilterra, 6 - 21047 Andria",Ristorazione
Ottica Royal,otticaroyal@fastwebnet.it,+39 391 3761998,Dal 1981 offriamo servizi di qualità nel settore edilizia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.otticaroyal.it,2025-04-09 15:56:01,"Via Giotto, 155 - 14022 Bologna",Edilizia
Boutique Da Riccardo,boutiquedariccardo@tiscali.it,+39 389 4220882,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore commercio all'ingrosso. Fondata nel 1972, siamo cresciuti fino a diventare un punto di riferimento a Padova.",,2025-04-09 15:56:01,"Viale dei Giardini, 33 - 24024 Padova",Commercio all'ingrosso
Centro La Locanda,info@centrolalocanda.it,+39 020 720259,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore moda. Fondata nel 1988, siamo cresciuti fino a diventare un punto di riferimento a Taranto.",https://www.centrolalocanda.it,2025-04-09 15:56:01,"Via Milano, 152 - 61023 Taranto",Moda
Impresa La Rosa,impresalarosa@tin.it,+39 352 6436004,"Innovazione e tradizione si incontrano nella nostra azienda attiva nel settore ristorazione. Fondata nel 1981, siamo cresciuti fino a diventare un punto di riferimento a Genova.",,2025-04-09 15:56:01,"Viale delle Palme, 46 - 30039 Genova",Ristorazione
Pizzeria Da Giuseppe,info@pizzeriadagiuseppe.it,+39 339 5507406,Azienda leader nel settore edilizia con sede a Siracusa. Offriamo prodotti e servizi di alta qualità dal 1957.,,2025-04-09 15:56:01,"Viale delle Rose, 86 - 36039 Siracusa",Edilizia
B&B Continental,info@b&bcontinental.it,+39 346 8705822,Specialisti nel settore alimentare con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Terni e oltre.,https://www.b&bcontinental.it,2025-04-09 15:56:01,"Via Canova, 89 - 50064 Terni",Alimentare
Pasticceria Belvedere,pasticceriabelvedere@tiscali.it,+39 337 5735527,La nostra missione è fornire il miglior servizio possibile nel settore artigianato. Siamo un'azienda a conduzione familiare con oltre 38 anni di esperienza.,,2025-04-09 15:56:01,"Viale degli Ulivi, 139 - 40064 Bari",Artigianato
Pasticceria La Rosa,pasticcerialarosa@tin.it,+39 343 5398251,Azienda leader nel settore assicurativo con sede a Venezia. Offriamo prodotti e servizi di alta qualità dal 1971.,,2025-04-09 15:56:01,"Via Bologna, 61 - 31033 Venezia",Assicurativo
Benessere La Torre,info@benesserelatorre.it,+39 050 733149,Specialisti nel settore moda con un team di professionisti qualificati. Serviamo clienti in tutta la provincia di Novara e oltre.,https://www.benesserelatorre.it,2025-04-09 15:56:01,"Via Garibaldi, 20 - 78049 Novara",Moda
Idraulica Deluxe,info@idraulicadeluxe.it,+39 068 133211,La nostra missione è fornire il miglior servizio possibile nel settore moda. Siamo un'azienda a conduzione familiare con oltre 20 anni di esperienza.,,2025-04-09 15:56:01,"Via Garibaldi, 8 - 26082 Livorno",Moda
Ristorante Da Riccardo,info@ristorantedariccardo.it,+39 315 9122036,Azienda leader nel settore artigianato con sede a Cagliari. Offriamo prodotti e servizi di alta qualità dal 2017.,https://www.ristorantedariccardo.it,2025-04-09 15:56:01,"Corso Inghilterra, 165 - 99013 Cagliari",Artigianato
Agriturismo Il Cantuccio,agriturismoilcantuccio@yahoo.it,+39 066 392495,Azienda leader nel settore artigianato con sede a Reggio Emilia. Offriamo prodotti e servizi di alta qualità dal 1961.,https://www.agriturismoilcantuccio.it,2025-04-09 15:56:01,"Corso Italia, 118 - 53097 Reggio Emilia",Artigianato
Agriturismo Express,info@agriturismoexpress.it,+39 393 6897003,Azienda leader nel settore salute con sede a Trieste. Offriamo prodotti e servizi di alta qualità dal 1951.,,2025-04-09 15:56:01,"Via Leonardo da Vinci, 169 - 30014 Trieste",Salute
Ceramiche Da Marco,ceramichedamarco@tiscali.it,+39 372 2355182,Azienda leader nel settore alimentare con sede a Perugia. Offriamo prodotti e servizi di alta qualità dal 1968.,,2025-04-09 15:56:01,"Via Torino, 85 - 18030 Perugia",Alimentare
Carrozzeria Da Giuseppe,carrozzeriadagiuseppe@hotmail.com,+39 319 9381258,Dal 1978 offriamo servizi di qualità nel settore tecnologia. La nostra azienda è specializzata in soluzioni innovative per clienti esigenti.,https://www.carrozzeriadagiuseppe.it,2025-04-09 15:56:01,"Via Fermi, 186 - 37082 Giugliano in Campania",Tecnologia
